language,glottocode,family,correlation,sim
Sinitic,sini1245,Sino-Tibetan,-0.005371239091794772,4
Sinitic,sini1245,Sino-Tibetan,0.03636640097354169,5
Sinitic,sini1245,Sino-Tibetan,0.02767105826338212,6
Sinitic,sini1245,Sino-Tibetan,-0.054829908283747314,7
Sinitic,sini1245,Sino-Tibetan,0.02668554397872199,8
Sinitic,sini1245,Sino-Tibetan,0.052301857423309714,9
Warrnambool,warr1257,Pama-Nyungan,-0.010083173800959388,0
Warrnambool,warr1257,Pama-Nyungan,0.007859054013327458,1
Warrnambool,warr1257,Pama-Nyungan,0.0271463754343348,2
Warrnambool,warr1257,Pama-Nyungan,0.04867369061410856,3
Warrnambool,warr1257,Pama-Nyungan,0.01632990590940974,4
Warrnambool,warr1257,Pama-Nyungan,0.021479873693139702,5
Warrnambool,warr1257,Pama-Nyungan,-0.009897589177407405,6
Warrnambool,warr1257,Pama-Nyungan,-0.0023394001153233643,7
Warrnambool,warr1257,Pama-Nyungan,-0.00417618951937483,8
Warrnambool,warr1257,Pama-Nyungan,-0.019075204474025022,9
Madak linkage,mada1284,Austronesian,0.03188117884568124,0
Madak linkage,mada1284,Austronesian,0.029293850476798413,1
Madak linkage,mada1284,Austronesian,-0.03895444391040997,2
Madak linkage,mada1284,Austronesian,-0.03229732302319566,3
Madak linkage,mada1284,Austronesian,-0.0019225095568880873,4
Madak linkage,mada1284,Austronesian,-0.037920369414140204,5
Madak linkage,mada1284,Austronesian,-0.02199530361455924,6
Madak linkage,mada1284,Austronesian,-0.0009895977758383396,7
Madak linkage,mada1284,Austronesian,-0.018506380317232445,8
Madak linkage,mada1284,Austronesian,0.06289734356952656,9
Taiap,taia1239,Taiap,-0.005252765343700733,0
Taiap,taia1239,Taiap,-0.04299068195240799,1
Taiap,taia1239,Taiap,0.006437263594873629,2
Taiap,taia1239,Taiap,-0.025870091844876656,3
Taiap,taia1239,Taiap,-0.0020064866047827643,4
Taiap,taia1239,Taiap,0.0075324495759277205,5
Taiap,taia1239,Taiap,-0.04780340390650657,6
Taiap,taia1239,Taiap,-0.017107414028629853,7
Taiap,taia1239,Taiap,-0.0075730384171197014,8
Taiap,taia1239,Taiap,0.08081194845418901,9
Western Apache,west2615,,-0.01258075565928579,0
Western Apache,west2615,,0.004359805543045861,1
Western Apache,west2615,,0.0026854600175422244,2
Western Apache,west2615,,-0.012574857864368821,3
Western Apache,west2615,,-0.007786486834848722,4
Western Apache,west2615,,-0.030040131793558394,5
Western Apache,west2615,,-0.0494860394455404,6
Western Apache,west2615,,-0.02570078229185778,7
Western Apache,west2615,,-0.03187518865051086,8
Western Apache,west2615,,0.007520276036758094,9
Gane,gane1237,Austronesian,0.050014963482122705,0
Gane,gane1237,Austronesian,0.06655876270448301,1
Gane,gane1237,Austronesian,0.0023806986491805323,2
Gane,gane1237,Austronesian,0.004726055468347127,3
Gane,gane1237,Austronesian,-0.06838372037339624,4
Gane,gane1237,Austronesian,0.06163390319647293,5
Gane,gane1237,Austronesian,0.044479041729598594,6
Gane,gane1237,Austronesian,0.04918718768889164,7
Gane,gane1237,Austronesian,-0.042199201958029536,8
Gane,gane1237,Austronesian,-0.014249202568273724,9
Kilivila,kili1267,Austronesian,-0.0039270190613423595,0
Kilivila,kili1267,Austronesian,-0.006527447499847642,1
Kilivila,kili1267,Austronesian,-0.00826776387776181,2
Kilivila,kili1267,Austronesian,-0.019041793621166373,3
Kilivila,kili1267,Austronesian,0.004218942541578471,4
Kilivila,kili1267,Austronesian,-0.007276165450057084,5
Kilivila,kili1267,Austronesian,-0.03692767298270422,6
Kilivila,kili1267,Austronesian,0.00415961510694407,7
Kilivila,kili1267,Austronesian,0.01128318960820482,8
Kilivila,kili1267,Austronesian,0.017225703835655175,9
South Saami,sout2674,Uralic,-0.07169209719097891,0
South Saami,sout2674,Uralic,0.014503977622368899,1
South Saami,sout2674,Uralic,-0.08984317198980775,2
South Saami,sout2674,Uralic,0.029876489235677428,3
South Saami,sout2674,Uralic,-0.011327201559828654,4
South Saami,sout2674,Uralic,-0.027917288282693856,5
South Saami,sout2674,Uralic,-0.04571499701626323,6
South Saami,sout2674,Uralic,-0.01679364618912186,7
South Saami,sout2674,Uralic,0.0026159262292387974,8
South Saami,sout2674,Uralic,0.0602050965319276,9
Veps,veps1250,Uralic,-0.016527854598272555,0
Veps,veps1250,Uralic,-0.11376358317326286,1
Veps,veps1250,Uralic,-0.005053899527098284,2
Veps,veps1250,Uralic,-0.03519826546996778,3
Veps,veps1250,Uralic,-0.08143909950840335,4
Veps,veps1250,Uralic,-0.0639874015953987,5
Veps,veps1250,Uralic,-0.11642357504606587,6
Veps,veps1250,Uralic,0.10397204672665994,7
Veps,veps1250,Uralic,-0.028095301979857854,8
Veps,veps1250,Uralic,-0.062204421850894795,9
Mangei,mang1407,Austronesian,-0.022131837153197467,0
Mangei,mang1407,Austronesian,0.03888569358253016,1
Mangei,mang1407,Austronesian,-0.003042090339527052,2
Mangei,mang1407,Austronesian,0.016722697636849287,3
Mangei,mang1407,Austronesian,-0.00840058572933466,4
Mangei,mang1407,Austronesian,0.006707227723694572,5
Mangei,mang1407,Austronesian,-0.03253046589143052,6
Mangei,mang1407,Austronesian,0.010706527546271067,7
Mangei,mang1407,Austronesian,-0.02358039590356248,8
Mangei,mang1407,Austronesian,0.013561322241584916,9
Tetun Dili,tetu1246,Austronesian,-0.017091332220901898,0
Tetun Dili,tetu1246,Austronesian,-0.003242246351677298,1
Tetun Dili,tetu1246,Austronesian,0.023260928063912376,2
Tetun Dili,tetu1246,Austronesian,-0.0003570200578659737,3
Tetun Dili,tetu1246,Austronesian,0.005941777753658732,4
Tetun Dili,tetu1246,Austronesian,0.009946879392121646,5
Tetun Dili,tetu1246,Austronesian,-0.005096604689643283,6
Tetun Dili,tetu1246,Austronesian,-0.013274566042404696,7
Tetun Dili,tetu1246,Austronesian,0.024205453773952654,8
Tetun Dili,tetu1246,Austronesian,0.008526540680055344,9
Waiwai,waiw1244,Cariban,0.03356249798310228,0
Waiwai,waiw1244,Cariban,0.0009675803918106473,1
Waiwai,waiw1244,Cariban,-0.013881803214323887,2
Waiwai,waiw1244,Cariban,-0.007676843449816277,3
Waiwai,waiw1244,Cariban,0.058835169361322034,4
Waiwai,waiw1244,Cariban,-0.03521486362775003,5
Waiwai,waiw1244,Cariban,-0.07996821956139344,6
Waiwai,waiw1244,Cariban,0.004185165660956771,7
Waiwai,waiw1244,Cariban,0.010875816832186844,8
Waiwai,waiw1244,Cariban,-0.04592349086526214,9
Shanghainese,shan1293,Sino-Tibetan,0.013429545748261726,0
Shanghainese,shan1293,Sino-Tibetan,0.015145505074226958,1
Shanghainese,shan1293,Sino-Tibetan,-0.009069697282313606,2
Shanghainese,shan1293,Sino-Tibetan,-0.03693776015559558,3
Shanghainese,shan1293,Sino-Tibetan,0.034410904418559325,4
Shanghainese,shan1293,Sino-Tibetan,0.001987884432185914,5
Shanghainese,shan1293,Sino-Tibetan,-0.04010338675243985,6
Shanghainese,shan1293,Sino-Tibetan,0.009940000749715544,7
Shanghainese,shan1293,Sino-Tibetan,-0.0033586732593405048,8
Shanghainese,shan1293,Sino-Tibetan,-4.138919982221029e-05,9
Tikopia,tiko1237,Austronesian,0.020695143047914373,0
Tikopia,tiko1237,Austronesian,-0.013700729752424309,1
Tikopia,tiko1237,Austronesian,-0.029472585923313022,2
Tikopia,tiko1237,Austronesian,0.0021671562592601988,3
Tikopia,tiko1237,Austronesian,0.02330649039047495,4
Tikopia,tiko1237,Austronesian,-0.011012317425131184,5
Tikopia,tiko1237,Austronesian,0.0133211980986714,6
Tikopia,tiko1237,Austronesian,-0.01597827829194448,7
Tikopia,tiko1237,Austronesian,-0.013933392684786567,8
Tikopia,tiko1237,Austronesian,-0.013506625577321737,9
Macushi,macu1259,Cariban,0.0013121196553532721,0
Macushi,macu1259,Cariban,0.049685006892810274,1
Macushi,macu1259,Cariban,-0.03180215650510753,2
Macushi,macu1259,Cariban,0.010650161408637181,3
Macushi,macu1259,Cariban,-0.004715465764906357,4
Macushi,macu1259,Cariban,-0.0021920304663560763,5
Macushi,macu1259,Cariban,-0.02932780921012014,6
Macushi,macu1259,Cariban,0.019144917034251027,7
Macushi,macu1259,Cariban,-0.0058939289538696895,8
Macushi,macu1259,Cariban,-0.026904927271807245,9
Zinza,zinz1238,Atlantic-Congo,-0.004364224960378955,0
Zinza,zinz1238,Atlantic-Congo,-0.00020485483212150386,1
Zinza,zinz1238,Atlantic-Congo,0.034999802620812606,2
Zinza,zinz1238,Atlantic-Congo,0.016629493355386372,3
Zinza,zinz1238,Atlantic-Congo,-0.009717016408283818,4
Zinza,zinz1238,Atlantic-Congo,-0.01946840317714145,5
Zinza,zinz1238,Atlantic-Congo,-0.03177854518538467,6
Zinza,zinz1238,Atlantic-Congo,-0.01161017222226479,7
Zinza,zinz1238,Atlantic-Congo,0.05326897973434652,8
Zinza,zinz1238,Atlantic-Congo,-0.013317736692485826,9
Zuni,zuni1245,,-0.00211779684470507,0
Zuni,zuni1245,,-0.03604018962252107,1
Zuni,zuni1245,,-0.049398313884156705,2
Zuni,zuni1245,,-0.03571407061140173,3
Zuni,zuni1245,,-0.027482064766460503,4
Zuni,zuni1245,,-0.057849442493494115,5
Zuni,zuni1245,,0.003367993258636425,6
Zuni,zuni1245,,-0.00775338873916145,7
Zuni,zuni1245,,-0.023197366723060043,8
Zuni,zuni1245,,0.016891334108670546,9
Italian,ital1282,Indo-European,0.0023396678780357814,0
Italian,ital1282,Indo-European,0.07569541600211666,1
Italian,ital1282,Indo-European,0.01731197814736614,2
Italian,ital1282,Indo-European,0.038091024769538115,3
Italian,ital1282,Indo-European,-0.002633811987849357,4
Italian,ital1282,Indo-European,-0.008785611987315024,5
Italian,ital1282,Indo-European,-0.03023884709287234,6
Italian,ital1282,Indo-European,-0.009861190233165604,7
Italian,ital1282,Indo-European,0.007929120581715214,8
Italian,ital1282,Indo-European,-0.01486895609307046,9
Uma Juman,umaj1240,Austronesian,0.0035119869557610787,0
Uma Juman,umaj1240,Austronesian,0.044211486864173824,1
Uma Juman,umaj1240,Austronesian,-0.01978455747689331,2
Uma Juman,umaj1240,Austronesian,0.010392224010272157,3
Uma Juman,umaj1240,Austronesian,-0.020184457813716,4
Uma Juman,umaj1240,Austronesian,-0.02505837709153685,5
Uma Juman,umaj1240,Austronesian,0.03754996490986487,6
Uma Juman,umaj1240,Austronesian,-0.012403619272123207,7
Uma Juman,umaj1240,Austronesian,0.029740568834472736,8
Uma Juman,umaj1240,Austronesian,0.012469869855945961,9
Ngoni,ngon1269,Atlantic-Congo,-0.00024943444339368633,0
Ngoni,ngon1269,Atlantic-Congo,-0.05356715883636283,1
Ngoni,ngon1269,Atlantic-Congo,0.050720779817551895,2
Ngoni,ngon1269,Atlantic-Congo,-0.04977698112213769,3
Ngoni,ngon1269,Atlantic-Congo,-0.01383402649301422,4
Ngoni,ngon1269,Atlantic-Congo,-0.01918147556110892,5
Ngoni,ngon1269,Atlantic-Congo,-0.04515570680377254,6
Ngoni,ngon1269,Atlantic-Congo,0.09922646949235903,7
Ngoni,ngon1269,Atlantic-Congo,-0.06385231278506096,8
Ngoni,ngon1269,Atlantic-Congo,0.03679264976404928,9
Dharumbal,dhar1248,Pama-Nyungan,-0.030351204321756767,0
Dharumbal,dhar1248,Pama-Nyungan,-0.017341250876915043,1
Dharumbal,dhar1248,Pama-Nyungan,-0.017569242632661634,2
Dharumbal,dhar1248,Pama-Nyungan,-0.010409696190435178,3
Dharumbal,dhar1248,Pama-Nyungan,-0.04130405450432914,4
Dharumbal,dhar1248,Pama-Nyungan,-0.015309905423549219,5
Dharumbal,dhar1248,Pama-Nyungan,-0.015091737031967641,6
Dharumbal,dhar1248,Pama-Nyungan,-0.01336163027811715,7
Dharumbal,dhar1248,Pama-Nyungan,0.040170261525543816,8
Dharumbal,dhar1248,Pama-Nyungan,-0.00020889802815903143,9
Godoberi,ghod1238,Nakh-Daghestanian,0.011064359831440837,0
Godoberi,ghod1238,Nakh-Daghestanian,0.016132379876312365,1
Godoberi,ghod1238,Nakh-Daghestanian,0.0014139954499361894,2
Godoberi,ghod1238,Nakh-Daghestanian,0.010460877916610553,3
Godoberi,ghod1238,Nakh-Daghestanian,0.005427983491845678,4
Godoberi,ghod1238,Nakh-Daghestanian,-0.018570297157813265,5
Godoberi,ghod1238,Nakh-Daghestanian,0.018948496624540387,6
Godoberi,ghod1238,Nakh-Daghestanian,0.015512409563776489,7
Godoberi,ghod1238,Nakh-Daghestanian,-0.023333852808037372,8
Godoberi,ghod1238,Nakh-Daghestanian,0.0020663819399722072,9
Guugu Yimidhirr,gugu1255,Pama-Nyungan,-0.021001928615883216,0
Guugu Yimidhirr,gugu1255,Pama-Nyungan,0.04070090428337089,1
Guugu Yimidhirr,gugu1255,Pama-Nyungan,-0.01880221323297224,2
Guugu Yimidhirr,gugu1255,Pama-Nyungan,0.006269688672194889,3
Guugu Yimidhirr,gugu1255,Pama-Nyungan,0.018596355895588418,4
Guugu Yimidhirr,gugu1255,Pama-Nyungan,0.01946959021816847,5
Guugu Yimidhirr,gugu1255,Pama-Nyungan,-0.015034167722051732,6
Guugu Yimidhirr,gugu1255,Pama-Nyungan,-0.015478054743267196,7
Guugu Yimidhirr,gugu1255,Pama-Nyungan,-0.02158744000953284,8
Guugu Yimidhirr,gugu1255,Pama-Nyungan,0.024393214558710317,9
Old Rapa,rapa1245,Austronesian,-0.006774713358011094,0
Old Rapa,rapa1245,Austronesian,-0.0007072051668889183,1
Old Rapa,rapa1245,Austronesian,0.001414601783953375,2
Old Rapa,rapa1245,Austronesian,0.014938729512168066,3
Old Rapa,rapa1245,Austronesian,0.009691319931272337,4
Old Rapa,rapa1245,Austronesian,-0.007358422365130901,5
Old Rapa,rapa1245,Austronesian,-0.018139187962806072,6
Old Rapa,rapa1245,Austronesian,-0.02044153761121212,7
Old Rapa,rapa1245,Austronesian,-0.01190270806125155,8
Old Rapa,rapa1245,Austronesian,0.024003819049910214,9
Mattole-Bear River,matt1238,,-0.07738037620497776,0
Mattole-Bear River,matt1238,,0.23335346650617933,1
Mattole-Bear River,matt1238,,-0.06916324213044095,2
Mattole-Bear River,matt1238,,-0.031093792932149367,3
Mattole-Bear River,matt1238,,-0.16935511004007497,4
Mattole-Bear River,matt1238,,0.0673936270126771,5
Mattole-Bear River,matt1238,,-0.043177832061482985,6
Mattole-Bear River,matt1238,,0.28947576511326767,7
Mattole-Bear River,matt1238,,0.027183222432092907,8
Mattole-Bear River,matt1238,,0.08312932487332958,9
Paama,paam1238,Austronesian,0.002638271387051423,0
Paama,paam1238,Austronesian,0.028548407906839407,1
Paama,paam1238,Austronesian,-0.0002880578196388186,2
Paama,paam1238,Austronesian,-0.03438731821238477,3
Paama,paam1238,Austronesian,-0.01412668673763698,4
Paama,paam1238,Austronesian,0.005803823533202946,5
Paama,paam1238,Austronesian,-0.0005478969329281445,6
Paama,paam1238,Austronesian,0.012628501200999105,7
Paama,paam1238,Austronesian,0.003474516618020453,8
Paama,paam1238,Austronesian,-0.05032272624729921,9
Yele,yele1255,Yele,-0.0006381436100878273,0
Yele,yele1255,Yele,0.00013121624682270352,1
Yele,yele1255,Yele,-0.019786059167571875,2
Yele,yele1255,Yele,0.020938360158643345,3
Yele,yele1255,Yele,0.006147344733084122,4
Yele,yele1255,Yele,0.0010466859292395992,5
Yele,yele1255,Yele,0.012180104661766122,6
Yele,yele1255,Yele,0.016466252879145417,7
Yele,yele1255,Yele,-0.004719840774193943,8
Yele,yele1255,Yele,-0.012662038675798137,9
Navajo,nava1243,,-0.031419236666815634,0
Navajo,nava1243,,0.03971052304098467,1
Navajo,nava1243,,0.041224947028132154,2
Navajo,nava1243,,0.0026405583826073467,3
Navajo,nava1243,,0.03566688817088618,4
Navajo,nava1243,,0.01165658408876512,5
Navajo,nava1243,,0.001095990233129598,6
Navajo,nava1243,,0.0012080902196921026,7
Navajo,nava1243,,-0.012022838490483382,8
Navajo,nava1243,,-0.01155771833034889,9
Dehu,dehu1237,Austronesian,-0.028429124859328907,0
Dehu,dehu1237,Austronesian,-0.025489066981452844,1
Dehu,dehu1237,Austronesian,0.00909989609308483,2
Dehu,dehu1237,Austronesian,0.0342491422164199,3
Dehu,dehu1237,Austronesian,-0.037727575541673775,4
Dehu,dehu1237,Austronesian,-0.020363219186026314,5
Dehu,dehu1237,Austronesian,-0.058497704338899045,6
Dehu,dehu1237,Austronesian,0.018878538802207728,7
Dehu,dehu1237,Austronesian,0.01565012670068821,8
Dehu,dehu1237,Austronesian,-0.04991762671865983,9
Yuracaré,yura1255,,-0.0015130951843428872,0
Yuracaré,yura1255,,0.04153784053421361,1
Yuracaré,yura1255,,-0.02683402162875595,2
Yuracaré,yura1255,,-0.006362288988857985,3
Yuracaré,yura1255,,-0.009743585189569325,4
Yuracaré,yura1255,,0.029802111191297578,5
Yuracaré,yura1255,,0.07467689628427598,6
Yuracaré,yura1255,,0.021602636833478045,7
Yuracaré,yura1255,,0.0019250871779182086,8
Yuracaré,yura1255,,0.009393158059317496,9
North Efate,nort2836,Austronesian,-0.007276025282848652,0
North Efate,nort2836,Austronesian,-0.015255871320079703,1
North Efate,nort2836,Austronesian,-0.011952217500820334,2
North Efate,nort2836,Austronesian,-0.004013089851395514,3
North Efate,nort2836,Austronesian,-0.03718256022431518,4
North Efate,nort2836,Austronesian,-0.01728964951581154,5
North Efate,nort2836,Austronesian,0.03722532512043103,6
North Efate,nort2836,Austronesian,-0.007822578378222984,7
North Efate,nort2836,Austronesian,-0.005951391881945005,8
North Efate,nort2836,Austronesian,0.03624062565109283,9
Bunun,bunu1267,Austronesian,-0.09071572686074686,0
Bunun,bunu1267,Austronesian,-0.013950500779028345,1
Bunun,bunu1267,Austronesian,0.07199587724972309,2
Bunun,bunu1267,Austronesian,-0.08553177237800615,3
Bunun,bunu1267,Austronesian,-0.022863456941698168,4
Bunun,bunu1267,Austronesian,0.018886266498580818,5
Bunun,bunu1267,Austronesian,-0.003172401199634131,6
Bunun,bunu1267,Austronesian,0.05037467082850281,7
Bunun,bunu1267,Austronesian,-0.02709437230878443,8
Bunun,bunu1267,Austronesian,-0.004907314503914165,9
Church Slavic,chur1257,Indo-European,-0.01815309146830546,0
Church Slavic,chur1257,Indo-European,-0.03586430422203367,1
Church Slavic,chur1257,Indo-European,0.06872773833766832,2
Church Slavic,chur1257,Indo-European,0.0008704330395320132,3
Church Slavic,chur1257,Indo-European,-0.02888888308969373,4
Church Slavic,chur1257,Indo-European,-0.013683206063097806,5
Church Slavic,chur1257,Indo-European,0.001942215652835986,6
Church Slavic,chur1257,Indo-European,-0.014014089005610833,7
Church Slavic,chur1257,Indo-European,-0.04216545519413235,8
Church Slavic,chur1257,Indo-European,0.012198141103916215,9
Kiramang,kira1248,,0.06398470343697224,0
Kiramang,kira1248,,0.17396874000197535,1
Kiramang,kira1248,,-0.004575467651001334,2
Kiramang,kira1248,,-0.005843564098317116,3
Kiramang,kira1248,,-0.07354877582035815,4
Kiramang,kira1248,,-0.060517792249328226,5
Kiramang,kira1248,,-0.039767329157855136,6
Kiramang,kira1248,,-0.07529557550399013,7
Kiramang,kira1248,,-0.022161084695901615,8
Kiramang,kira1248,,0.0012210230898947686,9
Binja,binj1250,Atlantic-Congo,-0.4999999999999999,0
Binja,binj1250,Atlantic-Congo,-0.4999999999999999,1
Binja,binj1250,Atlantic-Congo,0.9999999999999998,2
Binja,binj1250,Atlantic-Congo,0.9999999999999998,3
Binja,binj1250,Atlantic-Congo,-0.4999999999999999,4
Binja,binj1250,Atlantic-Congo,0.9999999999999998,5
