language,glottocode,language_family,count,prop,n_kintypes,data_type
simulation_177,na,na,21,0.4375,48,simulated
simulation_178,na,na,18,0.375,48,simulated
simulation_179,na,na,25,0.5208333333333334,48,simulated
simulation_180,na,na,22,0.4583333333333333,48,simulated
simulation_181,na,na,21,0.4375,48,simulated
simulation_182,na,na,17,0.3541666666666667,48,simulated
simulation_183,na,na,23,0.4791666666666667,48,simulated
simulation_184,na,na,19,0.3958333333333333,48,simulated
simulation_185,na,na,16,0.3333333333333333,48,simulated
simulation_186,na,na,19,0.3958333333333333,48,simulated
simulation_187,na,na,20,0.4166666666666667,48,simulated
simulation_188,na,na,15,0.3125,48,simulated
simulation_189,na,na,23,0.4791666666666667,48,simulated
simulation_190,na,na,23,0.4791666666666667,48,simulated
simulation_191,na,na,23,0.4791666666666667,48,simulated
simulation_192,na,na,19,0.3958333333333333,48,simulated
simulation_193,na,na,19,0.3958333333333333,48,simulated
simulation_194,na,na,19,0.3958333333333333,48,simulated
simulation_195,na,na,23,0.4791666666666667,48,simulated
simulation_196,na,na,21,0.4375,48,simulated
simulation_197,na,na,19,0.3958333333333333,48,simulated
simulation_198,na,na,16,0.3333333333333333,48,simulated
simulation_199,na,na,22,0.4583333333333333,48,simulated
simulation_200,na,na,17,0.3541666666666667,48,simulated
simulation_201,na,na,18,0.375,48,simulated
simulation_202,na,na,19,0.3958333333333333,48,simulated
simulation_203,na,na,20,0.4166666666666667,48,simulated
simulation_204,na,na,23,0.4791666666666667,48,simulated
simulation_205,na,na,19,0.3958333333333333,48,simulated
simulation_206,na,na,15,0.3125,48,simulated
simulation_207,na,na,24,0.5,48,simulated
simulation_208,na,na,22,0.4583333333333333,48,simulated
simulation_209,na,na,23,0.4791666666666667,48,simulated
simulation_210,na,na,22,0.4583333333333333,48,simulated
simulation_211,na,na,26,0.5416666666666666,48,simulated
simulation_212,na,na,18,0.375,48,simulated
simulation_213,na,na,16,0.3333333333333333,48,simulated
simulation_214,na,na,19,0.3958333333333333,48,simulated
simulation_215,na,na,21,0.4375,48,simulated
simulation_216,na,na,25,0.5208333333333334,48,simulated
simulation_217,na,na,21,0.4375,48,simulated
simulation_218,na,na,19,0.3958333333333333,48,simulated
simulation_219,na,na,18,0.375,48,simulated
simulation_220,na,na,17,0.3541666666666667,48,simulated
simulation_221,na,na,23,0.4791666666666667,48,simulated
simulation_222,na,na,17,0.3541666666666667,48,simulated
simulation_223,na,na,23,0.4791666666666667,48,simulated
simulation_224,na,na,20,0.4166666666666667,48,simulated
simulation_225,na,na,24,0.5,48,simulated
simulation_226,na,na,20,0.4166666666666667,48,simulated
simulation_227,na,na,19,0.3958333333333333,48,simulated
simulation_228,na,na,20,0.4166666666666667,48,simulated
simulation_229,na,na,21,0.4375,48,simulated
simulation_230,na,na,22,0.4583333333333333,48,simulated
simulation_231,na,na,20,0.4166666666666667,48,simulated
simulation_232,na,na,21,0.4375,48,simulated
simulation_233,na,na,22,0.4583333333333333,48,simulated
simulation_234,na,na,22,0.4583333333333333,48,simulated
simulation_235,na,na,20,0.4166666666666667,48,simulated
simulation_236,na,na,21,0.4375,48,simulated
simulation_237,na,na,22,0.4583333333333333,48,simulated
simulation_238,na,na,19,0.3958333333333333,48,simulated
simulation_239,na,na,23,0.4791666666666667,48,simulated
simulation_240,na,na,19,0.3958333333333333,48,simulated
simulation_241,na,na,21,0.4375,48,simulated
simulation_242,na,na,19,0.3958333333333333,48,simulated
simulation_243,na,na,19,0.3958333333333333,48,simulated
simulation_244,na,na,25,0.5208333333333334,48,simulated
simulation_245,na,na,17,0.3541666666666667,48,simulated
simulation_246,na,na,26,0.5416666666666666,48,simulated
simulation_247,na,na,21,0.4375,48,simulated
simulation_248,na,na,18,0.375,48,simulated
simulation_249,na,na,21,0.4375,48,simulated
simulation_250,na,na,21,0.4375,48,simulated
simulation_251,na,na,23,0.4791666666666667,48,simulated
simulation_252,na,na,24,0.5,48,simulated
simulation_253,na,na,20,0.4166666666666667,48,simulated
simulation_254,na,na,23,0.4791666666666667,48,simulated
simulation_255,na,na,22,0.4583333333333333,48,simulated
simulation_256,na,na,19,0.3958333333333333,48,simulated
simulation_257,na,na,18,0.375,48,simulated
simulation_258,na,na,21,0.4375,48,simulated
simulation_259,na,na,21,0.4375,48,simulated
simulation_260,na,na,20,0.4166666666666667,48,simulated
simulation_261,na,na,19,0.3958333333333333,48,simulated
simulation_262,na,na,17,0.3541666666666667,48,simulated
simulation_263,na,na,22,0.4583333333333333,48,simulated
simulation_264,na,na,17,0.3541666666666667,48,simulated
simulation_265,na,na,17,0.3541666666666667,48,simulated
simulation_266,na,na,20,0.4166666666666667,48,simulated
simulation_267,na,na,19,0.3958333333333333,48,simulated
simulation_268,na,na,17,0.3541666666666667,48,simulated
simulation_269,na,na,18,0.375,48,simulated
simulation_270,na,na,20,0.4166666666666667,48,simulated
simulation_271,na,na,24,0.5,48,simulated
simulation_272,na,na,20,0.4166666666666667,48,simulated
simulation_273,na,na,21,0.4375,48,simulated
simulation_274,na,na,22,0.4583333333333333,48,simulated
simulation_275,na,na,17,0.3541666666666667,48,simulated
simulation_276,na,na,21,0.4375,48,simulated
simulation_277,na,na,16,0.3333333333333333,48,simulated
simulation_278,na,na,22,0.4583333333333333,48,simulated
simulation_279,na,na,25,0.5208333333333334,48,simulated
simulation_280,na,na,23,0.4791666666666667,48,simulated
simulation_281,na,na,15,0.3125,48,simulated
simulation_282,na,na,20,0.4166666666666667,48,simulated
simulation_283,na,na,21,0.4375,48,simulated
simulation_284,na,na,22,0.4583333333333333,48,simulated
simulation_285,na,na,19,0.3958333333333333,48,simulated
simulation_286,na,na,22,0.4583333333333333,48,simulated
simulation_287,na,na,20,0.4166666666666667,48,simulated
simulation_288,na,na,15,0.3125,48,simulated
simulation_289,na,na,22,0.4583333333333333,48,simulated
simulation_290,na,na,20,0.4166666666666667,48,simulated
simulation_291,na,na,21,0.4375,48,simulated
simulation_292,na,na,22,0.4583333333333333,48,simulated
simulation_293,na,na,20,0.4166666666666667,48,simulated
simulation_294,na,na,22,0.4583333333333333,48,simulated
simulation_295,na,na,22,0.4583333333333333,48,simulated
simulation_296,na,na,18,0.375,48,simulated
simulation_297,na,na,17,0.3541666666666667,48,simulated
simulation_298,na,na,19,0.3958333333333333,48,simulated
simulation_299,na,na,20,0.4166666666666667,48,simulated
simulation_300,na,na,21,0.4375,48,simulated
simulation_301,na,na,17,0.3541666666666667,48,simulated
simulation_302,na,na,18,0.375,48,simulated
simulation_303,na,na,23,0.4791666666666667,48,simulated
simulation_304,na,na,19,0.3958333333333333,48,simulated
simulation_305,na,na,19,0.3958333333333333,48,simulated
simulation_306,na,na,24,0.5,48,simulated
simulation_307,na,na,15,0.3125,48,simulated
simulation_308,na,na,20,0.4166666666666667,48,simulated
simulation_309,na,na,23,0.4791666666666667,48,simulated
simulation_310,na,na,21,0.4375,48,simulated
simulation_311,na,na,21,0.4375,48,simulated
simulation_312,na,na,22,0.4583333333333333,48,simulated
simulation_313,na,na,21,0.4375,48,simulated
simulation_314,na,na,19,0.3958333333333333,48,simulated
simulation_315,na,na,24,0.5,48,simulated
simulation_316,na,na,22,0.4583333333333333,48,simulated
simulation_317,na,na,15,0.3125,48,simulated
simulation_318,na,na,19,0.3958333333333333,48,simulated
simulation_319,na,na,19,0.3958333333333333,48,simulated
simulation_320,na,na,23,0.4791666666666667,48,simulated
simulation_321,na,na,22,0.4583333333333333,48,simulated
simulation_322,na,na,18,0.375,48,simulated
simulation_323,na,na,16,0.3333333333333333,48,simulated
simulation_324,na,na,23,0.4791666666666667,48,simulated
simulation_325,na,na,21,0.4375,48,simulated
simulation_326,na,na,23,0.4791666666666667,48,simulated
simulation_327,na,na,21,0.4375,48,simulated
simulation_328,na,na,20,0.4166666666666667,48,simulated
simulation_329,na,na,20,0.4166666666666667,48,simulated
simulation_330,na,na,18,0.375,48,simulated
simulation_331,na,na,21,0.4375,48,simulated
simulation_332,na,na,21,0.4375,48,simulated
simulation_333,na,na,16,0.3333333333333333,48,simulated
simulation_334,na,na,21,0.4375,48,simulated
simulation_335,na,na,20,0.4166666666666667,48,simulated
simulation_336,na,na,22,0.4583333333333333,48,simulated
simulation_337,na,na,21,0.4375,48,simulated
simulation_338,na,na,15,0.3125,48,simulated
simulation_339,na,na,22,0.4583333333333333,48,simulated
simulation_340,na,na,17,0.3541666666666667,48,simulated
simulation_341,na,na,22,0.4583333333333333,48,simulated
simulation_342,na,na,24,0.5,48,simulated
simulation_343,na,na,19,0.3958333333333333,48,simulated
simulation_344,na,na,21,0.4375,48,simulated
simulation_345,na,na,19,0.3958333333333333,48,simulated
simulation_346,na,na,24,0.5,48,simulated
simulation_347,na,na,18,0.375,48,simulated
simulation_348,na,na,23,0.4791666666666667,48,simulated
simulation_349,na,na,21,0.4375,48,simulated
simulation_350,na,na,20,0.4166666666666667,48,simulated
simulation_351,na,na,19,0.3958333333333333,48,simulated
simulation_352,na,na,21,0.4375,48,simulated
simulation_353,na,na,24,0.5,48,simulated
simulation_354,na,na,22,0.4583333333333333,48,simulated
simulation_355,na,na,19,0.3958333333333333,48,simulated
simulation_356,na,na,19,0.3958333333333333,48,simulated
simulation_357,na,na,19,0.3958333333333333,48,simulated
simulation_358,na,na,17,0.3541666666666667,48,simulated
simulation_359,na,na,17,0.3541666666666667,48,simulated
simulation_360,na,na,17,0.3541666666666667,48,simulated
simulation_361,na,na,19,0.3958333333333333,48,simulated
simulation_362,na,na,16,0.3333333333333333,48,simulated
simulation_363,na,na,17,0.3541666666666667,48,simulated
simulation_364,na,na,21,0.4375,48,simulated
simulation_365,na,na,22,0.4583333333333333,48,simulated
simulation_366,na,na,20,0.4166666666666667,48,simulated
simulation_367,na,na,16,0.3333333333333333,48,simulated
simulation_368,na,na,17,0.3541666666666667,48,simulated
simulation_369,na,na,20,0.4166666666666667,48,simulated
simulation_370,na,na,20,0.4166666666666667,48,simulated
simulation_371,na,na,21,0.4375,48,simulated
simulation_372,na,na,22,0.4583333333333333,48,simulated
simulation_373,na,na,17,0.3541666666666667,48,simulated
simulation_374,na,na,17,0.3541666666666667,48,simulated
simulation_375,na,na,19,0.3958333333333333,48,simulated
simulation_376,na,na,18,0.375,48,simulated
simulation_377,na,na,19,0.3958333333333333,48,simulated
simulation_378,na,na,19,0.3958333333333333,48,simulated
simulation_379,na,na,19,0.3958333333333333,48,simulated
simulation_380,na,na,21,0.4375,48,simulated
simulation_381,na,na,20,0.4166666666666667,48,simulated
simulation_382,na,na,21,0.4375,48,simulated
simulation_383,na,na,23,0.4791666666666667,48,simulated
simulation_384,na,na,18,0.375,48,simulated
simulation_385,na,na,18,0.375,48,simulated
simulation_386,na,na,21,0.4375,48,simulated
simulation_387,na,na,18,0.375,48,simulated
simulation_388,na,na,20,0.4166666666666667,48,simulated
simulation_389,na,na,19,0.3958333333333333,48,simulated
simulation_390,na,na,19,0.3958333333333333,48,simulated
simulation_391,na,na,22,0.4583333333333333,48,simulated
simulation_392,na,na,20,0.4166666666666667,48,simulated
simulation_393,na,na,21,0.4375,48,simulated
simulation_394,na,na,18,0.375,48,simulated
simulation_395,na,na,21,0.4375,48,simulated
simulation_396,na,na,20,0.4166666666666667,48,simulated
simulation_397,na,na,21,0.4375,48,simulated
simulation_398,na,na,22,0.4583333333333333,48,simulated
simulation_399,na,na,24,0.5,48,simulated
simulation_400,na,na,21,0.4375,48,simulated
simulation_401,na,na,19,0.3958333333333333,48,simulated
simulation_402,na,na,18,0.375,48,simulated
simulation_403,na,na,18,0.375,48,simulated
simulation_404,na,na,20,0.4166666666666667,48,simulated
simulation_405,na,na,19,0.3958333333333333,48,simulated
simulation_406,na,na,21,0.4375,48,simulated
simulation_407,na,na,19,0.3958333333333333,48,simulated
simulation_408,na,na,21,0.4375,48,simulated
simulation_409,na,na,20,0.4166666666666667,48,simulated
simulation_410,na,na,20,0.4166666666666667,48,simulated
simulation_411,na,na,18,0.375,48,simulated
simulation_412,na,na,23,0.4791666666666667,48,simulated
simulation_413,na,na,20,0.4166666666666667,48,simulated
simulation_414,na,na,19,0.3958333333333333,48,simulated
simulation_415,na,na,20,0.4166666666666667,48,simulated
simulation_416,na,na,17,0.3541666666666667,48,simulated
simulation_417,na,na,18,0.375,48,simulated
simulation_418,na,na,20,0.4166666666666667,48,simulated
simulation_419,na,na,14,0.2916666666666667,48,simulated
simulation_420,na,na,18,0.375,48,simulated
simulation_421,na,na,16,0.3333333333333333,48,simulated
simulation_422,na,na,19,0.3958333333333333,48,simulated
simulation_423,na,na,18,0.375,48,simulated
simulation_424,na,na,19,0.3958333333333333,48,simulated
simulation_425,na,na,24,0.5,48,simulated
simulation_426,na,na,20,0.4166666666666667,48,simulated
simulation_427,na,na,20,0.4166666666666667,48,simulated
simulation_428,na,na,19,0.3958333333333333,48,simulated
simulation_429,na,na,18,0.375,48,simulated
simulation_430,na,na,24,0.5,48,simulated
simulation_431,na,na,24,0.5,48,simulated
simulation_432,na,na,21,0.4375,48,simulated
simulation_433,na,na,22,0.4583333333333333,48,simulated
simulation_434,na,na,18,0.375,48,simulated
simulation_435,na,na,18,0.375,48,simulated
simulation_436,na,na,15,0.3125,48,simulated
simulation_437,na,na,22,0.4583333333333333,48,simulated
simulation_438,na,na,20,0.4166666666666667,48,simulated
simulation_439,na,na,19,0.3958333333333333,48,simulated
simulation_440,na,na,19,0.3958333333333333,48,simulated
simulation_441,na,na,19,0.3958333333333333,48,simulated
simulation_442,na,na,18,0.375,48,simulated
simulation_443,na,na,22,0.4583333333333333,48,simulated
simulation_444,na,na,18,0.375,48,simulated
simulation_445,na,na,18,0.375,48,simulated
simulation_446,na,na,22,0.4583333333333333,48,simulated
simulation_447,na,na,15,0.3125,48,simulated
simulation_448,na,na,22,0.4583333333333333,48,simulated
simulation_449,na,na,22,0.4583333333333333,48,simulated
simulation_450,na,na,15,0.3125,48,simulated
simulation_451,na,na,17,0.3541666666666667,48,simulated
simulation_452,na,na,22,0.4583333333333333,48,simulated
simulation_453,na,na,20,0.4166666666666667,48,simulated
simulation_454,na,na,19,0.3958333333333333,48,simulated
simulation_455,na,na,20,0.4166666666666667,48,simulated
simulation_456,na,na,21,0.4375,48,simulated
simulation_457,na,na,18,0.375,48,simulated
simulation_458,na,na,17,0.3541666666666667,48,simulated
simulation_459,na,na,22,0.4583333333333333,48,simulated
simulation_460,na,na,16,0.3333333333333333,48,simulated
simulation_461,na,na,18,0.375,48,simulated
simulation_462,na,na,25,0.5208333333333334,48,simulated
simulation_463,na,na,19,0.3958333333333333,48,simulated
simulation_464,na,na,19,0.3958333333333333,48,simulated
simulation_465,na,na,16,0.3333333333333333,48,simulated
simulation_466,na,na,22,0.4583333333333333,48,simulated
simulation_467,na,na,18,0.375,48,simulated
simulation_468,na,na,17,0.3541666666666667,48,simulated
simulation_469,na,na,21,0.4375,48,simulated
simulation_470,na,na,17,0.3541666666666667,48,simulated
simulation_471,na,na,22,0.4583333333333333,48,simulated
simulation_472,na,na,20,0.4166666666666667,48,simulated
simulation_473,na,na,23,0.4791666666666667,48,simulated
simulation_474,na,na,23,0.4791666666666667,48,simulated
simulation_475,na,na,21,0.4375,48,simulated
simulation_476,na,na,20,0.4166666666666667,48,simulated
simulation_477,na,na,21,0.4375,48,simulated
simulation_478,na,na,22,0.4583333333333333,48,simulated
simulation_479,na,na,21,0.4375,48,simulated
simulation_480,na,na,17,0.3541666666666667,48,simulated
simulation_481,na,na,22,0.4583333333333333,48,simulated
simulation_482,na,na,21,0.4375,48,simulated
simulation_483,na,na,22,0.4583333333333333,48,simulated
simulation_484,na,na,26,0.5416666666666666,48,simulated
simulation_485,na,na,21,0.4375,48,simulated
simulation_486,na,na,22,0.4583333333333333,48,simulated
simulation_487,na,na,22,0.4583333333333333,48,simulated
simulation_488,na,na,22,0.4583333333333333,48,simulated
simulation_489,na,na,18,0.375,48,simulated
simulation_490,na,na,24,0.5,48,simulated
simulation_491,na,na,22,0.4583333333333333,48,simulated
simulation_492,na,na,18,0.375,48,simulated
simulation_493,na,na,17,0.3541666666666667,48,simulated
simulation_494,na,na,20,0.4166666666666667,48,simulated
simulation_495,na,na,20,0.4166666666666667,48,simulated
simulation_496,na,na,17,0.3541666666666667,48,simulated
simulation_497,na,na,19,0.3958333333333333,48,simulated
simulation_498,na,na,19,0.3958333333333333,48,simulated
simulation_499,na,na,18,0.375,48,simulated
simulation_500,na,na,24,0.5,48,simulated
simulation_501,na,na,17,0.3541666666666667,48,simulated
simulation_502,na,na,19,0.3958333333333333,48,simulated
simulation_503,na,na,24,0.5,48,simulated
simulation_504,na,na,20,0.4166666666666667,48,simulated
simulation_505,na,na,22,0.4583333333333333,48,simulated
simulation_506,na,na,23,0.4791666666666667,48,simulated
simulation_507,na,na,17,0.3541666666666667,48,simulated
simulation_508,na,na,21,0.4375,48,simulated
simulation_509,na,na,15,0.3125,48,simulated
simulation_510,na,na,24,0.5,48,simulated
simulation_511,na,na,22,0.4583333333333333,48,simulated
simulation_512,na,na,21,0.4375,48,simulated
simulation_513,na,na,22,0.4583333333333333,48,simulated
simulation_514,na,na,20,0.4166666666666667,48,simulated
simulation_515,na,na,20,0.4166666666666667,48,simulated
simulation_516,na,na,15,0.3125,48,simulated
simulation_517,na,na,16,0.3333333333333333,48,simulated
simulation_518,na,na,23,0.4791666666666667,48,simulated
simulation_519,na,na,20,0.4166666666666667,48,simulated
simulation_520,na,na,23,0.4791666666666667,48,simulated
simulation_521,na,na,21,0.4375,48,simulated
simulation_522,na,na,18,0.375,48,simulated
simulation_523,na,na,22,0.4583333333333333,48,simulated
simulation_524,na,na,19,0.3958333333333333,48,simulated
simulation_525,na,na,15,0.3125,48,simulated
simulation_526,na,na,16,0.3333333333333333,48,simulated
simulation_527,na,na,21,0.4375,48,simulated
simulation_528,na,na,20,0.4166666666666667,48,simulated
simulation_529,na,na,18,0.375,48,simulated
simulation_530,na,na,21,0.4375,48,simulated
simulation_531,na,na,21,0.4375,48,simulated
simulation_532,na,na,18,0.375,48,simulated
simulation_533,na,na,19,0.3958333333333333,48,simulated
simulation_534,na,na,19,0.3958333333333333,48,simulated
simulation_535,na,na,22,0.4583333333333333,48,simulated
simulation_536,na,na,19,0.3958333333333333,48,simulated
simulation_537,na,na,16,0.3333333333333333,48,simulated
simulation_538,na,na,25,0.5208333333333334,48,simulated
simulation_539,na,na,18,0.375,48,simulated
simulation_540,na,na,22,0.4583333333333333,48,simulated
simulation_541,na,na,18,0.375,48,simulated
simulation_542,na,na,19,0.3958333333333333,48,simulated
simulation_543,na,na,20,0.4166666666666667,48,simulated
simulation_544,na,na,20,0.4166666666666667,48,simulated
