language,family,code,true_value,simulated_mean,sd,z
Naman,Austronesian,litz1237,0.9269593253968254,0.9270373759920635,0.014485800811748117,-0.005388075968491365
Lala-Bisa,Atlantic-Congo,lala1264,0.9,0.9189625000000001,0.009267812241840027,-2.0460600091133587
Trumai,,trum1247,0.9286458333333334,0.9295249999999999,0.019325125210712654,-0.04549345254328217
Southwestern Tepehuan,Uto-Aztecan,sout2977,,,,
Cofán,,cofa1242,0.9375,0.9299583333333333,0.03482942063351998,0.21653149921789216
Western Mari,Uralic,west2392,0.9427083333333334,0.9479375,0.005208291666499981,-1.0040080320963793
Takia,Austronesian,taki1248,0.9489583333333332,0.9472024305555555,0.014510465069147703,0.121009407307773
Ha,Atlantic-Congo,haaa1252,0.9287436868686868,0.9222420202020202,0.012467150196628949,0.5215038372141088
Balangao,Austronesian,bala1310,0.9541666666666666,0.9542541666666666,0.004219578622327118,-0.020736667765124246
Batlux,Nakh-Daghestanian,batl1238,0.9185606060606061,0.9267163825757575,0.013190815041666637,-0.6182920834981973
Southeastern Tepehuan,Uto-Aztecan,sout2976,0.9092261904761905,0.9306226785714287,0.015731891796525645,-1.360070891153953
Western Bukidnon Manobo,Austronesian,west2555,0.9342592592592592,0.9281092592592592,0.01277382138158408,0.48145342073331293
Xibe,,xibe1242,0.9280438311688313,0.9265787833694084,0.01051379548597044,0.13934528224159076
Pima Bajo,Uto-Aztecan,pima1248,0.9291666666666667,0.9584208333333334,0.020389462743589454,-1.4347688820719096
Maithili,Indo-European,mait1250,0.90357905982906,0.9205032585470087,0.009701763154349086,-1.7444456691732324
Setaman,Nuclear Trans New Guinea,seta1246,0.90625,0.9122008928571429,0.020325387231848128,-0.29278127837182666
Danish,Indo-European,dani1285,0.9099852693602694,0.9138683787277537,0.009685881355950653,-0.4009040813925241
Punu,Atlantic-Congo,punu1239,0.9,0.907275,0.0315467807390865,-0.230609901535414
Oceanic,Austronesian,ocea1241,0.9392857142857143,0.9431857142857143,0.012189268448357427,-0.3199535736310378
Alyawarr,Pama-Nyungan,alya1239,0.9505208333333333,0.9224302703373016,0.01258164446776028,2.232662277813686
Kamayurá,Tupian,kama1373,0.9652033730158731,0.9579735615079364,0.013157254030988835,0.5494924313924879
Yavitero,Arawakan,yavi1244,0.9236111111111112,0.9298836805555556,0.021238410780282723,-0.2953408100698263
Meyah,,meya1236,0.9732142857142858,0.9688303571428571,0.004463562441410182,0.9821591226678663
Sinhala,Indo-European,sinh1246,0.9295138888888889,0.918375173611111,0.012171690979872071,0.9151329339692905
Ekari,Nuclear Trans New Guinea,ekar1243,0.9270833333333333,0.9396541666666667,0.011897793183565122,-1.0565684862212932
Itbayat,Austronesian,ivat1242,0.9385416666666666,0.9365917410714287,0.011118503548548044,0.1753766221077941
Kiput,Austronesian,kipu1237,0.9350694444444443,0.9087005208333333,0.010771326080710249,2.4480665995557946
Shanghainese,Sino-Tibetan,shan1293,0.9226190476190478,0.9198293650793651,0.009704828139458607,0.28745305940454585
Central Kurdish,Indo-European,cent1972,0.9296875,0.9336069444444445,0.014352788949767709,-0.27307894362286356
Jingpho,Sino-Tibetan,jing1260,0.984375,0.9738281249999999,0.012610594736544955,0.8363503244962494
Kawi,Austronesian,kawi1241,,,,
Malacca-Batavia Portuguese Creole,Indo-European,mala1533,0.9209595959595959,0.9368232007575759,0.012986352973566588,-1.2215596503706607
Port Sandwich,Austronesian,port1285,0.9505411255411257,0.9249346042846044,0.01548460643388119,1.653675950103116
Warlpiri,Pama-Nyungan,warl1254,0.9222883597883597,0.9336810102513228,0.010818437635612781,-1.0530772415288605
Kodava,Dravidian,koda1255,0.9523933531746032,0.9257819816468255,0.014276458570340114,1.8640036950805041
Akhvakh,Nakh-Daghestanian,akhv1239,0.9459415584415586,0.9333044913419912,0.009453648725465946,1.3367396511704541
Southern-Coastal Tsimshian,,nucl1649,0.9308035714285714,0.9354166666666668,0.02688521120545256,-0.17158486138877016
Yurok,Algic,yuro1248,0.9519097222222221,0.9452746527777778,0.013204280046634936,0.502493844496678
Eastern Armenian,Indo-European,nucl1235,0.9366732804232805,0.9213001984126984,0.011352313858278937,1.3541804959321926
North Northern Paiute,Uto-Aztecan,nort1551,0.9072916666666667,0.932346875,0.016801027135381317,-1.4912902724006372
Kadar,Dravidian,kada1242,0.9293650793650794,0.9418878968253968,0.015601436345260329,-0.8026708043533284
Nage,Austronesian,nage1237,0.93125,0.9301624999999999,0.01417210618609667,0.07673524215243359
Wappo,,wapp1239,1.0,0.9593541666666666,0.03689382170311327,1.1016975595646548
Iwam,Sepik,iwam1256,0.9020833333333333,0.9174270833333334,0.0184530772238068,-0.8315008826931437
Assamese,Indo-European,assa1263,0.9239583333333333,0.935165625,0.014839744306008384,-0.7552213458374087
Wuvulu-Aua,Austronesian,wuvu1239,0.9479166666666666,0.954171875,0.014247051923056357,-0.4390528206899011
Wapishana,Arawakan,wapi1253,0.936832264957265,0.9296249332264958,0.011438909784515233,0.6300715598374396
Waffa,Nuclear Trans New Guinea,waff1241,0.9625,0.9432062499999999,0.015863578431732285,1.2162293698757383
Western Tawbuid,Austronesian,west2559,0.9397569444444445,0.94078125,0.01457931698992607,-0.07025744458833824
Riantana,,rian1263,,,,
Tswana,Atlantic-Congo,tswa1253,0.9176312229437229,0.9127955776515152,0.012174681434454574,0.39718865074553295
Shawnee,Algic,shaw1249,0.8847402597402597,0.8939910714285715,0.01517855549863738,-0.6094658802770947
Paiwan,Austronesian,paiw1248,0.9739583333333334,0.9606354166666666,0.014587644452060183,0.9133014387929623
Vlax Romani,Indo-European,vlax1238,0.940625,0.9239875,0.016387347443988624,1.015264981527149
Zabana,Austronesian,zaba1237,0.921875,0.94653125,0.02325930173473615,-1.0600597679670516
Nivaclé,,niva1238,0.9366666666666668,0.9207377083333333,0.012659263734117016,1.258284736607903
Toda,Dravidian,toda1252,0.9140625,0.9320555555555555,0.012516747557778516,-1.4375184505797407
Venda,Atlantic-Congo,vend1245,0.9397321428571429,0.9434040178571429,0.014607812738567904,-0.25136377811754235
Dehu,Austronesian,dehu1237,0.9285714285714286,0.9211964285714287,0.027953308144555794,0.2638328158463874
Mafea,Austronesian,mafe1237,0.9421768707482993,0.9415108843537414,0.014775751507657406,0.0450729287246538
Ngaanyatjarra,Pama-Nyungan,ngaa1240,0.9165013227513228,0.9214513640873015,0.012375635420118176,-0.3999828023320594
Miami,Algic,miam1252,0.9289772727272727,0.922527840909091,0.009809915353522939,0.6574401088859113
Usarufa,Nuclear Trans New Guinea,usar1243,0.9330357142857143,0.9387837301587301,0.013543072525721365,-0.4244248018386508
Ponca,,ponc1241,0.9390827922077922,0.925717288961039,0.018505007341820527,0.7222641418005689
Bila,Atlantic-Congo,bila1255,0.9305173992673993,0.9270210813492064,0.013143903916278,0.2660030034047145
Gumatj,Pama-Nyungan,guma1253,0.904265873015873,0.9361180555555555,0.013587596211608318,-2.3442102667482962
Tubar,Uto-Aztecan,tuba1279,0.9444444444444445,0.9316388888888888,0.025975994972566818,0.4929765180921713
Mongo,Atlantic-Congo,mong1338,0.9132215007215008,0.9241283414502164,0.010904963728879329,-1.0001721234369003
Atta,Austronesian,atta1244,0.953125,0.961578125,0.014509552012704423,-0.5825903510045297
Rahambuu,Austronesian,raha1237,0.953125,0.9654999999999998,0.02102169018735967,-0.5886776890775834
Kickapoo,Algic,kick1244,0.9034988038277512,0.9166733851674642,0.015543480906119985,-0.847595298587576
Guajá,Tupian,guaj1256,0.9202546296296297,0.9276785631613756,0.011015267088729276,-0.6739676370936186
Fipa,Atlantic-Congo,fipa1238,0.9132936507936508,0.9222119543650793,0.012289934051691476,-0.7256591885618049
Ngoni,Atlantic-Congo,ngon1269,0.875,0.9612708333333333,0.027410832395950498,-3.1473262864530303
Luburua,Austronesian,lubu1242,0.9404761904761906,0.9371934523809524,0.017957710200110194,0.18280382402083836
Maragus,Austronesian,mara1399,0.9035714285714286,0.9509464285714285,0.030204400400793068,-1.5684800681809274
Brulé,,brul1239,0.9105883699633699,0.9138871756715508,0.01033080841258849,-0.31931728635690704
Mussau-Emira,Austronesian,muss1246,0.9520833333333334,0.9427479166666667,0.01513934681710578,0.6166327239507271
Futuna-Aniwa,Austronesian,futu1245,0.9396701388888888,0.9245199652777776,0.014041312887713788,1.0789712993553282
Spokane,Salishan,spok1245,0.8761207542457543,0.8899380369630369,0.010917277309657813,-1.26563449158329
Kui (India),Dravidian,kuii1252,0.93125,0.9313751488095238,0.014567130180253653,-0.00859117808210361
Kashmiri,Indo-European,kash1277,0.9111531986531988,0.9244106902356902,0.010663918113124882,-1.2432101823976374
Ket,,kett1243,0.9386363636363636,0.9333318181818181,0.015642499310047304,0.3391111196110684
Welsh,Indo-European,wels1247,0.9173611111111111,0.9341698082010582,0.010945906062545247,-1.5356149590451196
Iyojwa'ja Chorote,,iyoj1235,0.921875,0.9159620535714286,0.028737467373634404,0.20575739510004096
Kwaio,Austronesian,kwai1243,0.9125,0.9073875,0.024120770354613474,0.21195425870891055
Blood,Algic,bloo1239,0.9310019841269841,0.9244617063492064,0.013261591769526532,0.493174416121479
Veps,Uralic,veps1250,0.94375,0.9588374999999999,0.026099721622078662,-0.5780712997044719
Tokelau,Austronesian,toke1240,0.9260577586664539,0.9213918206189943,0.011362311557289898,0.4106504230176674
Māori,Austronesian,maor1246,0.9100446428571428,0.9176372767857144,0.010935415083759446,-0.6943160246242179
North Slavey,,nort2942,0.9050324675324675,0.9145906385281386,0.012056672362284186,-0.7927702361367228
Hidatsa,,hida1246,0.939781746031746,0.9278799603174602,0.010816370075359969,1.100349343759829
Old Rapa,Austronesian,rapa1245,0.9185267857142858,0.9059226190476191,0.020022823260420274,0.6294899826430467
Moselle Franconian,Indo-European,luxe1241,0.9421296296296297,0.9319120370370371,0.013117738922867155,0.7789141598771289
Dandami Maria,Dravidian,dand1238,0.9380952380952381,0.9360159226190476,0.015013993283231535,0.1384918347148018
Shi,Atlantic-Congo,shii1238,0.921790449134199,0.9199567494137807,0.014413205119072054,0.12722359150997878
Shasta,,shas1239,0.9387987012987012,0.9327130952380953,0.015489602549329804,0.3928832932430044
Cruzeño,,cruz1243,0.8981643356643356,0.9006256555944055,0.00494258971411786,-0.4979818419966135
Batak Toba,Austronesian,bata1289,0.9372767857142857,0.9274950148809523,0.01120576513926246,0.872923063420303
Tuvalu,Austronesian,tuva1244,0.9018335218702865,0.9006588482748868,0.007357057392765674,0.15966622695573457
Mescalero-Chiricahua Apache,,mesc1238,0.9275462962962964,0.9307400462962964,0.011856638281806244,-0.2693638722959724
Tasiko,Austronesian,tasi1237,0.9390624999999999,0.9349790178571429,0.0182936559833553,0.22321848331314617
Huron-Wyandot,,wyan1247,0.9134469696969696,0.9202493371212122,0.014150041616501454,-0.48073126628191654
Thao,Austronesian,thao1240,0.9120370370370371,0.9396944444444445,0.01474762250956063,-1.8753807530317235
I'saka,Sko,kris1246,0.9125,0.919525,0.015633277807292997,-0.4493619371826722
Korowai,Nuclear Trans New Guinea,koro1312,0.9785714285714286,0.9577755952380952,0.01375725214594627,1.511626966832994
Kota (Gabon),Atlantic-Congo,kota1274,0.9097222222222222,0.9264882936507935,0.019254308070541553,-0.8707698748324728
Mali,,mali1284,0.90625,0.9165104166666667,0.01307187910889249,-0.7849228547169429
Old Russian,Indo-European,oldr1238,0.9196428571428572,0.9299946293290042,0.013237098632532314,-0.7820272760305546
Meru,Atlantic-Congo,meru1245,0.9197872633365086,0.9128357937405732,0.009721244036344617,0.7150802479544883
Kuku-Yalanji,Pama-Nyungan,kuku1273,0.9066716269841271,0.9186247271825398,0.012510377921784511,-0.9554547650873653
Mashco Piro,Arawakan,mash1270,0.8928571428571429,0.9529583333333335,0.041390920476627395,-1.4520380263137291
Niuafo'ou,Austronesian,niua1240,0.9305555555555556,0.9285138888888889,0.00941878663452287,0.21676535905202024
Bats,Nakh-Daghestanian,bats1242,0.9405769230769231,0.9396415705128205,0.014539606306079634,0.06433135426173729
Wichí Lhamtés Güisnay,,wich1264,0.9288194444444444,0.9265590277777779,0.016924082355063062,0.1335621405783522
Buli,Austronesian,buli1256,0.9124368686868687,0.9154262415824915,0.011999246979492206,-0.24913004130442112
Grass Koiari,Koiarian,gras1249,0.9345238095238092,0.9542278138528139,0.011170939249000492,-1.7638628131262686
Mairasi,Mairasic,nucl1594,0.9652777777777778,0.9440520833333333,0.013623873958877358,1.5579778929629422
S'gaw Karen,Sino-Tibetan,sgaw1245,0.8894497863247863,0.898843563034188,0.008784638365791589,-1.0693413113033925
Amharic,Afro-Asiatic,amha1245,0.9187305749805749,0.9107264423076924,0.009684950895197943,0.8264505168375331
Gogo,Atlantic-Congo,gogo1263,0.9561728395061727,0.9352435185185185,0.014751437478875973,1.4187987453849804
Kadai,Austronesian,kada1286,0.96875,0.92996875,0.023777102134984823,1.6310334951599745
Sa,Austronesian,saaa1241,0.9359375,0.93454375,0.020406294027517584,0.06830000577863478
Sie,Austronesian,siee1239,0.9353741496598639,0.95625,0.014155847495030419,-1.474715685335328
Padoe,Austronesian,pado1242,0.953125,0.9609375,0.011587810136086974,-0.674199862463242
Colloquial Malay,Austronesian,mala1479,0.931837606837607,0.9214870993589743,0.009612838852770547,1.0767378541511168
Herero,Atlantic-Congo,here1253,0.934163059163059,0.9348443813131312,0.012030324535888329,-0.056633729874844746
Luiseno-Juaneño,Uto-Aztecan,luis1253,0.962202380952381,0.9463800595238094,0.013287317061619463,1.1907837643367796
Central Cagayan Agta,Austronesian,cent2084,0.9258184523809524,0.9186084573412698,0.012296113812445154,0.5863637202499844
Masaaba,Atlantic-Congo,masa1299,0.9021306329549363,0.9158174249963144,0.011681846648563603,-1.1716291484669454
Mokpwe,Atlantic-Congo,mokp1239,0.917989417989418,0.9224155423280422,0.011967289326536144,-0.36985187019835586
Wangkumara,Pama-Nyungan,wong1246,0.9425843253968254,0.9450656001984127,0.011557008058800482,-0.21469871691383632
Tiv,Atlantic-Congo,tivv1240,0.9091974431818182,0.9229348603219697,0.01470534509898178,-0.9341784941247473
Teiwa,,teiw1235,0.9345328282828284,0.9332340187590187,0.011935099958406272,0.10882267667099689
Bagvalal,Nakh-Daghestanian,bagv1239,0.9206123737373737,0.9150359397546898,0.010642552410605442,0.5239752427365955
Indonesian Bajau,Austronesian,indo1317,0.9232638888888888,0.934538888888889,0.013557074638812965,-0.8316690953165304
Modern Greek,Indo-European,mode1248,0.9322420634920636,0.9091093915343915,0.011219108016512673,2.0618993884027708
Erzya,Uralic,erzy1239,0.9461061507936508,0.9314303323412698,0.011667999716924721,1.2577835797418933
Berik,Tor-Orya,beri1254,0.984375,0.9486718750000002,0.027518526252497184,1.29742140521642
Marathi,Indo-European,mara1378,0.9262338934213935,0.9212082042378917,0.010434098641343072,0.4816601180660168
Lau,Austronesian,lauu1247,0.95,0.9424125,0.025435429891197032,0.29830437434933754
East Kewa,Nuclear Trans New Guinea,east2516,0.9145833333333332,0.9435993055555555,0.017291895511091684,-1.6780099210991843
Southeast Babar,Austronesian,sout2883,0.9427083333333334,0.907984375,0.016344369909371704,2.124521075200521
Ancient Greek,Indo-European,anci1242,0.9302910052910053,0.9176246610449735,0.012433873538391663,1.0186965636189151
Iloko,Austronesian,ilok1237,0.9348958333333334,0.9207724454365079,0.012052816135264877,1.1717915330594275
Taiap,Taiap,taia1239,0.890625,0.929578125,0.02188588456881227,-1.7798286780470756
Tehuelche,,tehu1242,0.9467261904761904,0.9348276785714286,0.011193658951671362,1.0629689502006197
Neve'ei,Austronesian,vinm1237,0.9409424603174603,0.9320608531746032,0.012672016150235877,0.7008835087928613
Mele-Fila,Austronesian,mele1250,0.9444444444444445,0.9372840277777778,0.013024856397012934,0.5497501429888256
Idi,,nucl1597,0.9520833333333334,0.9299562499999999,0.011005317330663887,2.010581128059
Degexit'an,,dege1248,0.9192708333333334,0.9234140625000001,0.010387889612273892,-0.398851867059821
Kombai,Nuclear Trans New Guinea,komb1274,0.95625,0.951959375,0.015794663544513254,0.2716502942850257
Siwai,South Bougainville,siwa1245,0.9347222222222222,0.941101388888889,0.018045582234841956,-0.35350295621661787
Epena,,epen1239,0.9076106459330144,0.9023659357911824,0.014054109919607554,0.3731798151453824
Eyak,,eyak1241,0.941496598639456,0.9452455782312926,0.008394537949678203,-0.44659749164399626
Norwegian Bokmål,Indo-European,norw1259,0.9270833333333334,0.9347732638888889,0.012943722555089809,-0.5941050206249728
Araki,Austronesian,arak1252,0.9484920634920634,0.9369519841269841,0.0141322027490921,0.8165803710833864
Southwest Tanna,Austronesian,sout2869,0.9328125,0.9331882812500001,0.014101673714069764,-0.026647989282655805
Hoti,,yuwa1244,0.9171875,0.9293250000000001,0.019086531300457225,-0.6359196340567793
Tiri-Mea,Austronesian,tiri1258,0.9253472222222223,0.9264059523809524,0.018368135235521967,-0.057639501514697496
Moronene,Austronesian,moro1287,0.9479166666666666,0.9445000000000001,0.012585665178225387,0.2714728715791462
Hupa-Chilula,,hupa1239,0.8943452380952381,0.9210650297619047,0.015111028489864821,-1.768231175302723
Sa'a,Austronesian,saaa1240,0.9651041666666667,0.9543177083333333,0.01680242479375084,0.6419584355077763
Yanyuwa,Pama-Nyungan,yany1243,0.9107886904761904,0.9154518601190476,0.012117694862190696,-0.38482316116137527
Hanunoo,Austronesian,hanu1241,0.940972222222222,0.9493534722222223,0.012306649668409223,-0.6810342559368323
Onondaga,,onon1246,0.8979166666666667,0.9188343749999999,0.01966302598606885,-1.0638092198094669
Onobasulu,Bosavi,onob1238,0.9652777777777777,0.9514694444444445,0.014041840860552665,0.983370590114331
Tajio,Austronesian,taji1246,0.8994791666666666,0.9029336681547618,0.009101462445421819,-0.37955455058026405
Kimaama,Kolopom,kima1246,0.9088541666666666,0.9237083333333334,0.013073200712570048,-1.136230292279094
Igbo,Atlantic-Congo,nucl1417,0.9599404761904762,0.9158522023809523,0.016946884821559,2.6015562313515517
Midob,,mido1240,0.9154513888888889,0.9193736979166667,0.013967811566319944,-0.28081056285406286
Southern Kiwai,Kiwaian,sout2949,0.9208333333333334,0.909609375,0.007153632087263828,1.568987361443459
Balaesang,Austronesian,bala1314,0.9598214285714286,0.950654761904762,0.02312944279195271,0.39632025505845564
Tonga (Nyasa),Atlantic-Congo,tong1321,0.9111111111111111,0.9095666666666666,0.013335608602164475,0.1158135703078286
Wayampi,Tupian,waya1270,0.9675824175824175,0.9459112637362639,0.014887515402273921,1.4556595416078317
Sanapaná,,sana1298,0.9315972222222223,0.9371434027777777,0.012004121907939432,-0.4620230116029767
Waia (Bungku),Austronesian,waia1242,0.9583333333333334,0.937875,0.015396608573174665,1.3287558254210396
Mala,,mala1494,0.9371480082417583,0.949802395260989,0.007136704381663399,-1.7731415429990496
Archi,Nakh-Daghestanian,arch1244,0.9133973665223665,0.9102999000420875,0.01066060692314135,0.29055254570499156
Eudeve,Uto-Aztecan,eude1234,0.9375,0.9370625,0.021381121199553568,0.02046197652203171
Mohawk,,moha1258,0.9047619047619048,0.9112745535714285,0.007130600494574769,-0.913338058201242
Sula,Austronesian,sula1245,0.9508928571428572,0.9345859375000003,0.013420993463944148,1.215030741700745
Mangole,Austronesian,mang1408,0.9257383241758242,0.9238246978715728,0.01051121033449705,0.18205575222588946
Old English (ca. 450-1100),Indo-European,olde1238,0.9375,0.9271708333333334,0.015992259834501123,0.6458853703954235
Dampelas,Austronesian,damp1237,0.9110449735449736,0.9065185681216931,0.010454477781224134,0.4329633213635782
English,Indo-European,stan1293,0.9533730158730158,0.9405128968253968,0.013459239184206306,0.9554863296217833
Amanab,Border,aman1265,0.9235472282347281,0.9190856879810005,0.012844421521584723,0.34735236976068373
Lozi,Atlantic-Congo,lozi1239,0.9182947900053162,0.9208791097060833,0.012208442387060245,-0.21168299925846715
Russian,Indo-European,russ1263,0.9220257675438596,0.913757862755848,0.007877042946051295,1.0496203771690973
Yugumbir,Pama-Nyungan,yugu1249,0.933614417989418,0.9334925595238096,0.011201233528573573,0.01087902196642565
Niuean,Austronesian,niue1239,0.9421717171717171,0.930059311868687,0.009276278135336059,1.3057397726023816
Merlav,Austronesian,merl1237,0.9732142857142857,0.9478214285714285,0.018766285444587995,1.3531104606628617
Hunza,Isolate,hunz1248,,,,
Mudburra,Pama-Nyungan,mudb1240,0.9271453373015872,0.9240176711309525,0.013017870793781758,0.24025942645926004
Nyakyusa-Ngonde,Atlantic-Congo,nyak1260,0.8936940374440375,0.9148942250457877,0.013845573320884342,-1.5311888580137205
Lunda,Atlantic-Congo,lund1266,0.935001240079365,0.9135554005456349,0.01715283156808025,1.2502798414716996
Karruwali,Pama-Nyungan,karr1236,0.9083333333333334,0.9075083333333335,0.03247990725048333,0.025400318838277713
Aneityum,Austronesian,anei1239,0.9541666666666666,0.9379416666666666,0.012557569188909155,1.2920494210240916
Nuclear Miami,Algic,nucl1653,0.9493055555555555,0.9403006944444445,0.014506143450973308,0.620761895919814
Northern Haida,,nort2938,0.9791666666666667,0.9662864583333333,0.009145440327072388,1.4083748701749663
Meskwaki,Algic,mesk1242,0.9243686868686869,0.9170980113636364,0.008017419688312185,0.9068597862788274
Estonian,Uralic,esto1258,,,,
Selk'nam,,onaa1245,0.9427083333333334,0.9440798611111111,0.012603025947003103,-0.10882527605236365
Bario,Austronesian,bari1288,0.9136904761904763,0.9425357142857143,0.011445430273679546,-2.5202406030616302
Djinang,Pama-Nyungan,djin1253,0.9243607954545455,0.9355603693181818,0.014531732793402424,-0.770697756617227
Omaha-Ponca,,omah1247,0.8890637140637141,0.899752331002331,0.011217403900196652,-0.952860130001159
Sika,Austronesian,sika1262,0.96875,0.9583541666666665,0.013347957474834879,0.7788332674068618
Kriol (Roper River),Indo-European,krio1252,0.9719387755102041,0.9565994897959184,0.012256805169340966,1.2514913554027354
Ura (Vanuatu),Austronesian,urav1235,0.8666666666666667,0.8786333333333335,0.01554988388666901,-0.7695663037668
Kodi-Gaura,Austronesian,kodi1247,0.9583333333333334,0.9541527777777778,0.01671520132235665,0.2501050077072066
Shona,Atlantic-Congo,shon1251,,,,
Slovenian,Indo-European,slov1268,0.9143518518518517,0.9251809027777776,0.011091580799801468,-0.9763307071720319
Malgana,Pama-Nyungan,malg1242,0.9515625,0.9584281250000002,0.01302273815233861,-0.5272028754388559
Flinders Island,Pama-Nyungan,flin1247,,,,
Ingush,Nakh-Daghestanian,ingu1240,0.9065972222222222,0.9163299603174603,0.008963911869680033,-1.085769052254808
Nanggu,Austronesian,nang1262,0.9629464285714286,0.9504544642857142,0.014852281221873723,0.841080511411059
Zuni,,zuni1245,0.9486607142857143,0.9397678571428569,0.008271510686120911,1.075118860425223
Koroni,Austronesian,koro1311,0.9312499999999999,0.913,0.03230083203262724,0.5650009257212153
Marind,,nucl1622,0.9404761904761906,0.9394829365079366,0.01233257180852585,0.08053907844001688
Pwo,Sino-Tibetan,pwoo1239,0.9157769314019314,0.9074454972111222,0.015093844860504942,0.5519756077929144
Fijian,Austronesian,fiji1243,0.9378720238095237,0.944834201388889,0.012314772673952704,-0.5653516929379556
Yugambal,Pama-Nyungan,yuga1244,0.927906976744186,0.9162619123124937,0.01220037280444755,0.9544843111226253
Kikuyu,Atlantic-Congo,kiku1240,0.9097794566544567,0.9235006868131868,0.008742778103859693,-1.5694359385230785
Jicarilla Apache,,jica1244,0.9212632275132275,0.9257543733465607,0.011867901952392505,-0.37842795224878134
Kinshasa Lingala,Atlantic-Congo,ling1263,0.9124915593665595,0.9294013684232434,0.011256412218100706,-1.50223790041132
Atchin,Austronesian,atch1238,0.9366666666666666,0.9348305555555556,0.015544718199082567,0.11811800558850939
Western Keres,,west2632,0.9206495098039216,0.9206495098039214,2.220446049250313e-16,1.0
Nengone,Austronesian,neng1238,0.9181216931216931,0.9137932275132276,0.01627177236236259,0.2660107032026525
Old Prussian,Indo-European,prus1238,0.9520089285714286,0.9151540178571429,0.02085995470416668,1.7667780796726325
Slovak,Indo-European,slov1269,0.9069444444444444,0.9226258680555557,0.011737016852325506,-1.336065527417575
Soga,Atlantic-Congo,soga1242,0.9182959401709402,0.925282139041514,0.010631160524955434,-0.6571435784620626
Yerukula,Dravidian,yeru1240,0.9625,0.9337062500000001,0.016172754303792333,1.780386287897055
Northern Tosk Albanian,Indo-European,tosk1239,0.9284722222222223,0.9281237847222222,0.01206501663757012,0.02887998503997053
Solu-Khumbu Sherpa,Sino-Tibetan,sher1255,0.96875,0.92353125,0.036298337922520636,1.24575263188414
Yaka-Pelende-Lonzo,Atlantic-Congo,yaka1269,0.9367965367965367,0.9365179112554113,0.013992623865692524,0.019912315502783995
Kilmeri,Border,kilm1241,0.9072916666666666,0.9198072916666665,0.012530551856071957,-0.9988087630741654
Tocantins Asurini,Tupian,toca1235,0.9243750000000001,0.9194504861111111,0.010210883900708971,0.48228086194839637
Pilagá,,pila1245,0.9183582621082621,0.9156689814814816,0.010677569195082075,0.25186262693752187
Fordata,Austronesian,ford1242,1.0,0.9636,0.0481148625686492,0.7565229963624086
Tesuque,,tesu1245,0.9079545454545455,0.924675,0.012646287796872335,-1.3221630579678765
Bezhta,Nakh-Daghestanian,bezh1248,0.9390211640211641,0.9378808531746032,0.01260766094973041,0.0904458686752072
Wayuu,Arawakan,wayu1243,0.924537037037037,0.9212642361111111,0.010762594985826586,0.30409031745930837
Landawe,Austronesian,land1259,0.9267857142857143,0.92525,0.01822517181688835,0.08426336394212963
Laurentian,,laur1250,0.946078431372549,0.9258023897058824,0.011568678725266235,1.7526670199928136
Nakanai,Austronesian,naka1262,0.9067760942760943,0.9192756734006732,0.009162018070652957,-1.3642823042028849
Mono (USA),Uto-Aztecan,mono1275,0.9107142857142858,0.9436369047619049,0.022181736699979363,-1.4842218845582857
Sawi,Nuclear Trans New Guinea,sawi1257,0.9125,0.9439500000000001,0.02547592000301459,-1.23449908761994
Adnyamathanha,Pama-Nyungan,adny1235,0.9267113095238095,0.9426767113095237,0.01310771014633043,-1.2180160842344951
Keyagana,Nuclear Trans New Guinea,keya1238,0.921875,0.9250177083333333,0.014994816487185664,-0.2095863151122262
Ngadjunmaya,Pama-Nyungan,ngad1258,0.8970734126984127,0.9224961557539683,0.013486483644612567,-1.885053489514384
Marquesan,Austronesian,marq1246,0.9482142857142857,0.9461321428571429,0.01756631220679188,0.11853044808902836
Buru (Indonesia),Austronesian,buru1303,0.984375,0.9658802083333332,0.017235884390436322,1.0730399002286761
Southeast Ambrym,Austronesian,sout2859,0.9404513888888889,0.9407678819444445,0.015087700226596924,-0.020976891825943634
Western Shoshoni,Uto-Aztecan,west2622,,,,
Avar,Nakh-Daghestanian,avar1256,0.9285248316498317,0.9162870317760944,0.01159287063081742,1.055631539715923
Sonsorol,Austronesian,sons1242,0.9223958333333333,0.9192705915178572,0.014219438802031989,0.21978657941335406
Maca,,maca1260,1.0,0.9557857142857143,0.06525525929925609,0.6775589613631294
Gwich'in,,gwic1235,0.9622519841269841,0.954535689484127,0.006076478495806324,1.2698629063169484
Cornish,Indo-European,corn1251,0.9172619047619047,0.9399244047619049,0.016285105884886752,-1.3916090051973118
Wanman,Pama-Nyungan,wanm1242,0.92578125,0.9300760416666667,0.015349458339327934,-0.27980086148464905
Binongan Itneg,Austronesian,bino1237,0.925,0.9375875,0.015756699963824877,-0.7988665157614899
Fe'fe',Atlantic-Congo,fefe1239,0.9203569860091599,0.9222199869031934,0.012474946663618576,-0.1493393875155107
Pohnpeian,Austronesian,pohn1238,0.9458333333333334,0.9287171875000001,0.01147302834926498,1.4918594561330327
Dakaka,Austronesian,daka1243,0.9342105263157895,0.9305895467836258,0.014199669081267394,0.2550045012626787
Ratagnon,Austronesian,rata1245,0.9486111111111111,0.9415597222222223,0.01256929642331505,0.5610010816364406
Seri,,seri1257,0.9011363636363636,0.9072200757575758,0.011371886392855055,-0.5349782710663167
